name,type,ra,dec
,star,1.548903,-36.865231
,star,1.548938,47.594868
,star,1.549377,33.852875
,star,1.549337,23.695679
,star,1.549391,68.934263
,star,1.549691,0.126928
,star,1.54984,-42.231345
,star,1.550263,5.382187
,star,1.550579,53.033756
,star,1.550979,-9.014662
,star,1.551409,-50.120146
,star,1.551496,64.096912
,star,1.551782,-63.868431
,star,1.552213,27.941204
,star,1.552451,22.31873
,star,1.552536,-24.914342
,star,1.552579,30.183001
,star,1.553232,19.492149
,star,1.553594,-79.926584
,star,1.553891,60.686437
,star,1.554274,-12.707974
,star,1.55431,43.895856
,star,1.554387,-24.177962
,star,1.55441,-25.667199
,star,1.554477,-47.306071
,star,1.554537,60.63374
,star,1.554641,-37.315008
,star,1.55479,-51.69431
,star,1.554764,-38.245016
,star,1.554792,-44.152247
,star,1.555077,8.208738
,star,1.555285,23.975569
,star,1.555602,29.265148
,star,1.555896,55.469804
,star,1.55591,55.817699
,star,1.556518,71.554505
,star,1.556673,74.628488
,star,1.556847,21.152221
,star,1.557142,58.327334
,star,1.557272,42.32765
,star,1.557319,54.944867
,star,1.557405,-43.901259
,star,1.557975,23.590443
,star,1.558464,-70.867838
,star,1.558581,53.862323
,star,1.558996,-47.995353
,star,1.559081,57.751513
,star,1.559092,6.566645
,star,1.55922,62.526603
,star,1.559411,40.901486
,star,1.559642,-73.707421
,star,1.559621,-9.515118
,star,1.560055,16.130373
,star,1.560119,40.99506
,star,1.560124,-1.865554
,star,1.560196,36.86872
,star,1.560298,30.389213
,star,1.560446,2.359239
,star,1.560901,-78.50482
,star,1.561057,-70.135204
,star,1.561168,-39.911829
,star,1.561752,-50.401754
,star,1.561779,-12.212891
,star,1.561899,-7.025341
,star,1.562068,10.904101
,star,1.562474,7.167766
,star,1.562513,56.81017
,star,1.562628,60.62311
,star,1.562635,3.772163
,star,1.563099,17.685278
,star,1.563487,89.015639
,star,1.564431,-21.034363
,star,1.564464,37.334935
,star,1.564565,-44.348254
,star,1.564887,27.235764
,star,1.564863,18.780162
,star,1.565098,35.608199
,star,1.565334,-55.523622
,star,1.565472,62.149786
,star,1.56549,25.218323
,star,1.565498,8.993627
,star,1.565528,59.23204
,star,1.565551,2.565366
,star,1.566364,-10.424382
,star,1.5666,-58.334385
,star,1.566621,-62.476217
,star,1.566817,15.77037
,star,1.566839,64.955496
,star,1.566848,45.976576
,star,1.567043,-85.93591
,star,1.567258,-1.686112
,star,1.567274,-29.299824
,star,1.567602,-59.312481
,star,1.567674,-29.302184
,star,1.567749,4.128821
,star,1.568026,-32.565493
,star,1.568175,-28.783548
,star,1.568246,-11.370275
,star,1.568376,-67.132447
,star,1.568776,2.44631
,star,1.568907,44.093975
,star,1.569793,-29.956205
,star,1.569863,36.190155
,star,1.569984,-19.290229
,star,1.570108,21.176994
,star,1.570345,68.682457
,star,1.570979,-34.323622
,star,1.571207,-6.272591
,star,1.571279,37.237146
,star,1.571698,-68.932895
,star,1.571768,-27.36311
,star,1.572058,-8.457766
,star,1.572167,39.639536
,star,1.572296,-64.518828
,star,1.572395,-45.691166
,star,1.572658,10.918343
,star,1.573108,-39.901676
,star,1.57317,-28.236674
,star,1.573295,38.845725
,star,1.573332,-29.385274
,star,1.573507,65.963884
,star,1.574274,34.6788
,star,1.574413,49.564103
,star,1.574889,-40.831532
,star,1.574914,34.660864
,star,1.575187,78.062964
,star,1.576016,68.948137
,star,1.576125,-28.639042
,star,1.576373,0.232628
,star,1.576678,-75.696682
,star,1.576701,-74.674252
,star,1.577015,35.111729
,star,1.57716,-15.676359
,star,1.577788,82.848867
,star,1.577879,-4.584806
,star,1.578233,43.26151
,star,1.578772,-35.346192
,star,1.579399,-7.375008
,star,1.579468,69.900525
,star,1.579483,6.586393
,star,1.579538,-49.804876
,star,1.579612,-2.033716
,star,1.579786,-53.975416
,star,1.580191,29.238981
,star,1.58024,0.944767
,star,1.580288,20.17273
,star,1.580296,18.460512
,star,1.580316,-65.298996
,star,1.580775,-31.892317
,star,1.580922,-3.523889
,star,1.580992,-23.699681
,star,1.581005,12.558633
,star,1.581083,61.109419
,star,1.58127,8.274852
,star,1.581292,12.559588
,star,1.581506,7.391382
,star,1.581914,14.385243
,star,1.582805,33.117864
,star,1.583106,24.889474
,star,1.583613,-29.910333
,star,1.583745,-12.085157
,star,1.583854,29.100745
,star,1.583894,0.019382
,star,1.584214,-23.459981
,star,1.584388,73.481952
,star,1.584536,-29.875597
,star,1.584944,-14.404838
,star,1.585043,-31.397535
,star,1.585052,-43.544154
,star,1.5851,-2.335337
,star,1.585382,-67.136229
,star,1.585742,-23.447493
,star,1.585921,-18.492197
,star,1.586223,-33.647081
,star,1.587465,-58.139475
,star,1.587775,81.31281
,star,1.588401,44.971338
,star,1.588438,23.057581
,star,1.58849,-7.579264
,star,1.588581,10.278117
,star,1.58875,20.994803
,star,1.588936,1.280604
,star,1.589039,-47.930393
,star,1.589157,-21.201097
,star,1.589346,11.434352
,star,1.589905,-35.128498
,star,1.590041,53.345572
,star,1.59008,63.081968
,star,1.59053,56.04373
,star,1.590548,30.775156
,star,1.59055,77.603216
,star,1.59064,-13.381028
,star,1.590639,16.337383
,star,1.590724,26.68426
,star,1.590971,-16.792939
,star,1.591423,-25.432578
,star,1.591644,-42.325773
,star,1.591883,-32.185026
,star,1.592596,72.442027
,star,1.592603,10.561761
,star,1.592608,46.892778
,star,1.592943,5.011199
,star,1.593031,-24.504018
,star,1.593253,61.327887
,star,1.593309,-11.941852
,star,1.593455,61.476497
,star,1.593588,52.163799
,star,1.593786,42.038857
,star,1.593967,28.269611
,star,1.593974,66.5809
,star,1.594042,76.001726
,star,1.59416,-39.838396
,star,1.594543,-50.261674
,star,1.594661,-65.293691
,star,1.594713,-5.077382
,star,1.594844,31.747903
,star,1.594975,-55.237983
,star,1.595324,-53.199839
,star,1.595584,-17.3033
,star,1.595591,39.836569
,star,1.595656,-60.966566
,star,1.595807,-72.739447
,star,1.595999,19.67045
,star,1.596234,14.661422
,star,1.596593,39.460856
,star,1.59665,-52.614036
,star,1.597354,-10.694258
,star,1.597347,33.835327
,star,1.597405,56.69916
,star,1.597369,-43.002016
,star,1.597382,-39.947126
,star,1.59793,41.07642
,star,1.597987,-23.272699
,star,1.598073,-17.532466
,star,1.598542,17.433841
,star,1.598837,1.27513
,star,1.599699,-36.453677
,star,1.599713,-15.400183
,star,1.599733,-36.004516
,star,1.600352,49.711865
,star,1.600428,58.19632
,star,1.600605,6.37964
,star,1.600733,59.887578
,star,1.600791,7.645301
,star,1.600856,47.114467
,star,1.601444,60.212801
,star,1.601639,-61.084304
,star,1.602263,-20.517828
,star,1.602303,-37.296657
,star,1.602329,36.537675
,star,1.602361,-29.907317
,star,1.602505,-6.406223
,star,1.60277,37.607479
,star,1.602804,-29.392348
,star,1.602862,-37.292345
,star,1.602994,-25.921612
,star,1.603049,-16.546936
,star,1.60326,34.136002
,star,1.603272,70.270831
,star,1.603864,-58.927992
,star,1.604192,-68.251493
,star,1.604251,-26.104013
,star,1.604518,59.459312
,star,1.60471,4.314331
,star,1.604809,-59.684427
,star,1.604898,-22.435956
,star,1.605344,-53.222409
,star,1.605621,-16.01663
,star,1.605684,-33.383001
,star,1.605961,27.233299
,star,1.606319,47.325856
,star,1.606426,-41.307978
,star,1.606473,-12.732997
,star,1.606533,67.615035
,star,1.606847,24.216856
,star,1.606868,66.870169
,star,1.606913,79.148272
,star,1.607164,35.133978
,star,1.607303,3.78578
,star,1.607313,79.15477
,star,1.607557,48.722776
,star,1.60779,54.696137
,star,1.608313,50.823934
,star,1.609383,-76.371978
,star,1.610539,61.276728
,star,1.610654,51.748613
,star,1.610856,48.072947
,star,1.610976,21.563114
,star,1.611327,35.616215
,star,1.61146,6.718017
,star,1.61152,-44.805501
,star,1.611585,-39.192924
,star,1.612091,7.831529
,star,1.61244,-58.270966
,star,1.61252,-21.449701
,star,1.612654,15.248632
,star,1.612664,-40.148831
,star,1.612688,-22.442011
,star,1.612984,48.315462
,star,1.613064,63.414475
Titawin,star,1.613299,41.405459
,star,1.613424,-48.803905
,star,1.613477,59.625998
,star,1.61347,32.853586
,star,1.613566,-32.297153
,star,1.613634,-7.45123
,star,1.613656,-14.385317
,star,1.613901,22.441567
,star,1.614035,61.81611
,star,1.614111,33.659919
,star,1.614241,48.078879
,star,1.614262,57.036985
,star,1.614738,8.861
,star,1.614831,-37.341337
,star,1.614949,-0.530704
,star,1.615773,53.105687
,star,1.615968,51.260514
,star,1.616578,-25.634987
,star,1.616984,-0.778071
,star,1.617276,5.630789
,star,1.617335,-54.557987
,star,1.617779,-42.38693
,star,1.61831,12.141535
,star,1.618384,49.075812
,star,1.618744,-48.291059
,star,1.618863,51.331198
,star,1.619056,-29.393263
,star,1.619313,48.711847
,star,1.619353,-25.015186
,star,1.619465,-56.270665
,star,1.619603,-61.935165
,star,1.619802,-54.478865
,star,1.619802,-2.718437
,star,1.620349,-4.142854
,star,1.620499,-19.371721
,star,1.620561,57.759216
,star,1.621156,-0.350317
,star,1.621362,46.459597
,star,1.621424,46.94873
,star,1.621832,-40.17735
,star,1.621911,-17.484419
,star,1.622408,-49.195665
,star,1.622462,-12.73847
,star,1.622598,-51.440623
,star,1.622832,74.300955
,star,1.622869,19.912526
,star,1.62302,58.637403
,star,1.62318,-82.281828
,star,1.623477,9.594053
,star,1.623619,-45.677886
,star,1.623628,55.07081
,star,1.623641,25.167769
,star,1.62391,-15.997686
,star,1.62394,58.639047
,star,1.624136,-12.440924
,star,1.624389,-84.769593
,star,1.625212,36.706809
,star,1.625517,23.032667
,star,1.625557,18.675313
,star,1.625572,38.516194
,star,1.625638,-47.111829
,star,1.625721,-38.134828
,star,1.62614,11.982237
,star,1.626518,-6.760424
,star,1.626711,54.112536
,star,1.626835,-10.815862
,star,1.626873,-49.264354
,star,1.62714,-9.403782
,star,1.62729,-75.429559
,star,1.627385,-26.303674
,star,1.627422,22.557158
,star,1.627869,-23.828364
,star,1.628022,12.078382
,star,1.628121,-25.567878
,star,1.628206,33.030085
Achernar,star,1.628556,-57.236757
,star,1.629014,48.412747
,star,1.629001,67.590195
,star,1.629401,-47.178149
,star,1.629468,84.481273
,star,1.629778,64.739357
,star,1.630704,38.022041
,star,1.630719,-14.939197
,star,1.630883,-1.3043
,star,1.63113,-3.440678
,star,1.631233,62.796896
,star,1.631551,-60.511527
,star,1.631931,25.904027
,star,1.631959,-82.974995
,star,1.632011,-51.831274
,star,1.63226,21.261105
,star,1.632502,9.763567
,star,1.632547,59.298994
,star,1.633075,-27.222479
Nembus,star,1.633205,48.628213
,star,1.633357,16.361763
,star,1.633986,21.886244
,star,1.634364,-46.083821
,star,1.634592,-10.340122
,star,1.634676,30.789861
,star,1.634639,41.179125
,star,1.634659,69.4437
,star,1.634726,-66.55643
,star,1.635057,65.535112
,star,1.635435,57.977631
,star,1.635696,-21.159629
,star,1.635727,-33.00341
,star,1.635879,10.722089
,star,1.636116,12.846196
,star,1.636399,35.339229
,star,1.63659,-67.570137
,star,1.636638,-6.916806
,star,1.636845,62.351782
,star,1.637269,17.82942
,star,1.637654,-37.802892
,star,1.637819,-47.934828
,star,1.638211,72.582795
,star,1.638362,-35.213305
,star,1.638846,39.354875
,star,1.638866,2.586067
,star,1.638991,82.425248
,star,1.63915,49.980354
,star,1.64001,29.5668
,star,1.640197,-83.247764
,star,1.640305,-28.563332
,star,1.640457,-15.871964
,star,1.640635,60.562968
,star,1.640635,62.509243
,star,1.640775,-15.462418
,star,1.640968,-36.528251
,star,1.640987,13.928288
,star,1.641126,28.845501
,star,1.64165,0.651577
,star,1.641683,1.361197
,star,1.641785,-73.658913
,star,1.641876,-42.927902
,star,1.641926,73.04004
,star,1.642174,45.399706
,star,1.642327,-24.447383
,star,1.642674,13.646826
,star,1.642654,-27.357382
,star,1.642707,44.590452
,star,1.64328,-65.606484
,star,1.643503,-8.509478
,star,1.643686,21.398221
,star,1.643817,52.434718
,star,1.643823,-4.971853
,star,1.643968,-32.169328
,star,1.644046,-44.878941
,star,1.644096,44.144419
,star,1.644194,40.2818
,star,1.644589,52.606397
,star,1.644906,52.518799
,star,1.645181,-44.594202
,star,1.645232,46.346458
,star,1.645768,-5.735386
,star,1.646299,63.716715
,star,1.646315,38.651995
,star,1.646683,40.760783
,star,1.64682,-53.43891
,star,1.647077,-40.486529
,star,1.647132,-53.439625
,star,1.647207,26.644175
,star,1.647221,-25.022198
,star,1.647355,64.519402
,star,1.647718,-21.275384
,star,1.647722,31.649512
,star,1.648786,58.1563
,star,1.64891,-58.580189
,star,1.648945,17.226692
,star,1.649069,21.918602
,star,1.649077,76.723603
,star,1.649225,8.119295
,star,1.649397,-27.252212
,star,1.649419,-47.670544
,star,1.649555,-45.774852
,star,1.649759,43.96786
,star,1.650017,32.109511
,star,1.650046,-10.498558
,star,1.650543,-33.468131
,star,1.650587,-13.921807
,star,1.651129,25.096439
,star,1.651232,-79.309535
,star,1.651991,61.079093
,star,1.652014,-55.249045
,star,1.652106,-56.429373
,star,1.652148,36.543349
,star,1.652188,5.578586
,star,1.65226,-48.775513
,star,1.65233,-47.414131
,star,1.652458,-23.128194
,star,1.653051,44.029756
,star,1.653227,12.4404
,star,1.653571,51.821981
,star,1.653973,27.756415
,star,1.654226,16.625487
,star,1.654289,14.285557
,star,1.654601,-29.022434
,star,1.654636,-18.800616
,star,1.654828,54.600502
,star,1.654932,-41.481282
,star,1.655342,-17.251331
,star,1.655544,-12.042223
,star,1.655735,-76.020792
,star,1.655835,44.386165
,star,1.655867,-17.793485
,star,1.6559,60.408435
,star,1.655983,-33.564777
,star,1.65634,2.190733
,star,1.656849,45.828378
,star,1.656973,0.612121
,star,1.65701,-38.165742
,star,1.657202,-10.805777
,star,1.658125,38.841061
,star,1.65839,36.696613
,star,1.658513,52.266754
,star,1.658961,-7.394617
,star,1.658962,-36.049964
,star,1.65946,3.550807
,star,1.659982,28.111027
,star,1.65999,45.877771
,star,1.66039,-53.591889
,star,1.660742,-2.517071
,star,1.660797,42.738649
,star,1.660882,40.583724
,star,1.661068,-37.472776
,star,1.661338,16.405858
,star,1.661464,30.083414
,star,1.661526,-37.473428
,star,1.661601,-46.509951
,star,1.661731,65.160645
,star,1.661752,55.784236
,star,1.661876,-22.383517
,star,1.662211,3.455501
,star,1.662641,73.708986
,star,1.662773,-17.550446
,star,1.663079,-64.571327
p Eridani,star,1.663169,-56.1964
,star,1.663275,-28.275177
,star,1.6636,-55.149267
,star,1.664014,-20.51763
,star,1.664351,60.902296
,star,1.664829,-74.983552
,star,1.664941,-22.913392
,star,1.66509,-68.257997
,star,1.665166,-9.972241
,star,1.665136,-40.710907
,star,1.665226,24.790629
,star,1.665249,15.256661
,star,1.665325,55.637796
,star,1.665491,30.52961
,star,1.665572,15.259358
,star,1.665697,-51.59345
,star,1.666149,41.666735
,star,1.666613,23.744862
,star,1.666671,-2.942187
,star,1.6667,-29.673832
,star,1.666944,26.48302
,star,1.66715,-7.448861
,star,1.667633,38.969553
,star,1.66774,6.386068
,star,1.66787,40.683762
,star,1.668003,-13.911356
,star,1.668041,-0.735687
,star,1.668443,-48.7612
,star,1.668617,-0.242304
,star,1.668939,53.440631
,star,1.669294,33.419449
,star,1.669329,-11.473486
,star,1.669508,-35.199894
,star,1.670087,14.472531
,star,1.670167,54.445674
,star,1.670308,53.868278
,star,1.670916,-23.846185
,star,1.670981,-16.988809
,star,1.671031,-6.628543
,star,1.671294,-9.24288
,star,1.671308,54.846796
,star,1.671366,-34.476482
,star,1.671433,39.587736
,star,1.671657,1.855948
,star,1.671889,75.553199
,star,1.672098,-14.064953
,star,1.672159,11.878316
,star,1.672835,-31.518043
,star,1.672903,-10.444461
,star,1.673021,-47.912673
,star,1.673062,50.91781
,star,1.673193,-4.462416
,star,1.67321,7.086586
,star,1.673228,34.34833
,star,1.673332,-67.232193
,star,1.673341,-60.999065
,star,1.673489,-45.035639
,star,1.673892,34.338883
,star,1.673897,-38.790403
,star,1.674159,-1.601654
,star,1.675134,64.148114
,star,1.675271,59.052824
,star,1.675461,81.429819
,star,1.675549,-69.986966
,star,1.675688,-58.647459
,star,1.676142,-18.947633
,star,1.676266,-30.728462
,star,1.676337,40.577049
,star,1.676368,8.760769
,star,1.676432,54.942025
,star,1.676563,-16.292773
,star,1.676778,-36.483616
,star,1.676806,-31.716185
,star,1.677377,5.576776
,star,1.677674,43.297687
,star,1.678356,51.010363
,star,1.678358,-41.143418
,star,1.678636,41.931131
,star,1.678929,-49.231702
,star,1.678936,15.619448
,star,1.679123,-4.579406
,star,1.679545,-2.621891
,star,1.679715,2.704924
,star,1.680037,17.461834
,star,1.680177,-14.892145
,star,1.680326,-12.983928
,star,1.680474,45.018962
,star,1.680649,-20.365023
,star,1.680715,19.371563
,star,1.680925,0.410363
,star,1.681011,49.87528
,star,1.681126,1.628377
,star,1.681146,-6.162672
,star,1.681238,-26.983072
,star,1.681322,64.173089
,star,1.681402,77.968989
,star,1.681478,-31.504729
,star,1.68162,65.078756
,star,1.681739,11.286825
,star,1.682356,49.281121
,star,1.682833,35.73763
,star,1.682992,-5.403628
,star,1.683164,-76.242911
,star,1.683461,38.265881
,star,1.683513,49.103954
,star,1.684032,76.844139
,star,1.684201,-34.591295
,star,1.68435,-43.636112
,star,1.684572,13.773447
,star,1.685188,3.713895
,star,1.685338,23.025293
,star,1.685824,-9.968576
,star,1.685994,7.588379
,star,1.686107,-21.719826
,star,1.686483,28.481885
,star,1.686709,-33.398241
,star,1.686941,16.514385
,star,1.687179,58.345281
,star,1.68733,-67.676956
,star,1.687543,-12.917687
,star,1.688126,0.742621
,star,1.688189,-9.371743
,star,1.688301,-75.663645
,star,1.688435,25.745712
,star,1.688519,-19.938259
,star,1.688561,-26.106798
,star,1.688629,71.972692
,star,1.688694,-12.147225
,star,1.689256,-79.1482
,star,1.689502,-0.506591
,star,1.689717,-52.545064
,star,1.690079,-22.136332
,star,1.690348,9.072984
,star,1.690526,5.487613
,star,1.690915,-31.808509
,star,1.69092,-38.132827
,star,1.69105,66.488652
,star,1.69131,-61.995035
,star,1.691365,24.183515
,star,1.691484,72.247617
,star,1.692107,-15.230831
,star,1.692291,-24.897648
,star,1.69246,18.652147
,star,1.692712,27.217884
,star,1.692788,-45.419504
,star,1.692763,62.676806
,star,1.692916,-14.621192
,star,1.693131,-46.007441
,star,1.693177,-52.932424
,star,1.693228,59.985145
,star,1.693343,7.907016
,star,1.69364,66.909945
,star,1.693687,36.559426
,star,1.693841,-2.959583
,star,1.693904,-40.404144
,star,1.694233,30.04712
,star,1.694286,19.823499
,star,1.694314,46.812454
,star,1.694326,8.195252
,star,1.694469,20.729076
,star,1.69478,-50.038638
,star,1.695019,-73.843943
,star,1.6951,-17.017817
,star,1.695101,34.710786
,star,1.695257,47.265955
,star,1.695787,-11.324669
,star,1.695979,-27.97109
,star,1.696383,42.613369
,star,1.696291,49.303193
,star,1.696577,-50.965818
,star,1.696655,-60.789339
,star,1.697125,-26.390152
,star,1.697321,39.467657
,star,1.69753,45.220865
,star,1.69787,29.06644
,star,1.698187,-63.294869
,star,1.6982,46.758999
,star,1.698485,45.577256
,star,1.698944,1.9026
,star,1.69915,17.057971
,star,1.699282,-85.795495
,star,1.699583,-34.836166
,star,1.699746,32.056501
,star,1.699869,-17.179027
,star,1.700143,11.952476
,star,1.700258,61.795444
,star,1.700563,-19.192513
,star,1.700634,-39.147432
,star,1.700807,61.038239
,star,1.700815,-41.118051
,star,1.700833,-36.832305
,star,1.700955,-4.944478
,star,1.700968,35.245707
,star,1.701077,43.63999
,star,1.701517,-32.090819
,star,1.701569,32.767148
,star,1.701571,-27.556874
,star,1.701646,29.506067
,star,1.701725,69.086001
,star,1.70178,-55.865459
,star,1.702165,39.412203
,star,1.702187,-18.126302
,star,1.702277,30.095901
,star,1.702276,-66.017641
,star,1.702389,-32.32697
,star,1.702605,66.792332
,star,1.70288,2.308022
,star,1.703185,-79.91278
,star,1.703499,-11.10562
,star,1.703488,31.139653
,star,1.704137,-17.888807
,star,1.704129,-13.212268
,star,1.704915,58.627739
,star,1.70541,57.185332
,star,1.705688,68.043021
,star,1.705777,-3.424552
,star,1.705784,20.452986
,star,1.706552,-6.754896
